person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,85,White,Hispanic or Latino,Bachelor,126762,true,false
2,Male,57,American Indian or Alaska Native,Hispanic or Latino,Bachelor,76379,true,true
3,Male,77,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,44560,true,false
4,Female,61,Black or African American,Not Hispanic or Latino,Doctorate,769363,false,false
5,Female,23,Black or African American,Hispanic or Latino,High School,10083,false,true
6,Male,79,Asian,Hispanic or Latino,Doctorate,199999,false,false
7,Female,44,Asian,Hispanic or Latino,Master,174541,true,true
8,Female,64,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,888927,true,true
9,Female,57,American Indian or Alaska Native,Not Hispanic or Latino,Master,96370,true,false
10,Female,41,American Indian or Alaska Native,Hispanic or Latino,Master,143823,false,true
11,Female,68,Black or African American,Not Hispanic or Latino,Bachelor,88826,false,false
12,Male,82,White,Hispanic or Latino,Bachelor,57632,true,true
13,Female,25,American Indian or Alaska Native,Not Hispanic or Latino,Some College,17731,true,false
14,Male,45,American Indian or Alaska Native,Hispanic or Latino,Bachelor,48939,true,false
15,Male,79,White,Not Hispanic or Latino,Master,171031,true,true
16,Female,52,American Indian or Alaska Native,Hispanic or Latino,Doctorate,703772,true,true
17,Male,45,American Indian or Alaska Native,Not Hispanic or Latino,Master,81058,false,false
18,Male,26,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Some College,16240,false,true
19,Male,31,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,196222,false,true
20,Female,40,White,Hispanic or Latino,Bachelor,89394,true,true
21,Male,71,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,122927,true,true
22,Male,60,Black or African American,Hispanic or Latino,Doctorate,936062,false,true
23,Male,48,White,Not Hispanic or Latino,Master,186649,false,false
24,Female,23,Asian,Not Hispanic or Latino,Some College,15940,false,true
25,Male,58,Asian,Not Hispanic or Latino,Doctorate,658322,true,true
26,Female,78,White,Hispanic or Latino,Doctorate,765204,true,false
27,Male,53,American Indian or Alaska Native,Hispanic or Latino,Bachelor,91372,false,true
28,Male,68,Black or African American,Hispanic or Latino,Master,59318,true,false
29,Male,45,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,51200,false,false
30,Male,31,Asian,Not Hispanic or Latino,Doctorate,795706,false,true
31,Female,56,Black or African American,Hispanic or Latino,Bachelor,32383,false,true
32,Female,74,American Indian or Alaska Native,Hispanic or Latino,Doctorate,141012,true,false
33,Male,41,White,Hispanic or Latino,Doctorate,998977,true,true
34,Female,24,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,GED,12812,true,true
35,Female,48,Asian,Hispanic or Latino,Bachelor,100930,false,false
36,Male,69,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,238721,false,true
37,Female,18,White,Hispanic or Latino,High School,10178,false,false
38,Female,36,White,Hispanic or Latino,Doctorate,765820,true,false
39,Male,18,White,Not Hispanic or Latino,High School,10912,true,true
40,Male,50,Asian,Hispanic or Latino,Master,181597,false,true
41,Male,48,White,Hispanic or Latino,Doctorate,342318,true,false
42,Male,24,Black or African American,Hispanic or Latino,Some College,17733,true,false
43,Male,72,Black or African American,Hispanic or Latino,Bachelor,71264,false,true
44,Female,28,Black or African American,Not Hispanic or Latino,Bachelor,104608,true,false
45,Female,52,Asian,Not Hispanic or Latino,Master,229712,false,true
46,Female,69,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,497043,true,false
47,Female,53,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,186179,false,false
48,Female,46,White,Hispanic or Latino,Bachelor,106174,false,false
49,Male,39,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,863423,true,false
50,Male,64,Black or African American,Hispanic or Latino,Master,64696,true,false
51,Female,74,Asian,Hispanic or Latino,Master,88591,true,true
52,Male,54,Black or African American,Not Hispanic or Latino,Bachelor,121940,true,true
53,Male,73,Asian,Not Hispanic or Latino,Doctorate,584300,false,true
54,Female,48,White,Hispanic or Latino,Doctorate,431936,false,true
55,Female,62,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,194056,false,false
56,Female,22,Black or African American,Not Hispanic or Latino,GED,11602,true,true
57,Male,26,Asian,Hispanic or Latino,Some College,15241,false,false
58,Female,63,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,97931,true,true
59,Female,18,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,GED,11661,true,true
60,Female,59,Black or African American,Not Hispanic or Latino,Bachelor,35975,false,true
61,Female,40,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,60504,true,true
62,Female,52,White,Not Hispanic or Latino,Doctorate,927528,true,false
63,Female,60,Asian,Hispanic or Latino,Doctorate,1051206,true,true
64,Female,56,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,55110,false,true
65,Male,58,Black or African American,Hispanic or Latino,Master,168779,true,false
66,Female,26,White,Hispanic or Latino,High School,10776,false,true
67,Male,47,Asian,Not Hispanic or Latino,Master,69869,true,false
68,Female,71,Asian,Hispanic or Latino,Bachelor,83872,false,true
69,Female,71,Asian,Not Hispanic or Latino,Doctorate,582811,true,false
70,Male,63,American Indian or Alaska Native,Hispanic or Latino,Master,141687,true,false
71,Female,59,Black or African American,Not Hispanic or Latino,Bachelor,76776,true,false
72,Female,64,White,Not Hispanic or Latino,Bachelor,39373,false,true
73,Female,63,White,Not Hispanic or Latino,Doctorate,976934,false,false
74,Female,38,American Indian or Alaska Native,Not Hispanic or Latino,Master,206889,false,false
75,Female,63,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,880003,false,false
76,Male,44,American Indian or Alaska Native,Hispanic or Latino,Doctorate,969833,true,true
77,Female,63,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,108402,true,true
78,Female,34,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,84121,false,true
79,Male,37,Asian,Hispanic or Latino,Master,108270,false,false
80,Female,30,Black or African American,Hispanic or Latino,Master,50310,false,true
81,Male,82,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,113964,true,true
82,Male,54,Asian,Not Hispanic or Latino,Doctorate,828357,false,false
83,Female,79,Black or African American,Hispanic or Latino,Doctorate,146331,true,false
84,Female,37,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,30980,true,true
85,Male,56,Asian,Not Hispanic or Latino,Doctorate,687714,false,true
86,Male,78,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,485047,false,true
87,Female,35,White,Not Hispanic or Latino,Master,249166,true,true
88,Female,29,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,100458,false,false
89,Female,76,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,103894,true,false
90,Male,84,White,Hispanic or Latino,Master,117514,false,false
91,Female,28,Black or African American,Not Hispanic or Latino,Some College,19120,true,false
92,Male,29,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,47328,true,true
93,Male,41,Black or African American,Not Hispanic or Latino,Master,128931,true,false
94,Female,66,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,127792,true,true
95,Female,37,Asian,Hispanic or Latino,Doctorate,596520,true,true
96,Male,46,Asian,Not Hispanic or Latino,Bachelor,62595,false,true
97,Male,82,Asian,Not Hispanic or Latino,Doctorate,761037,false,true
98,Female,73,Asian,Hispanic or Latino,Doctorate,907593,true,false
99,Male,45,Asian,Not Hispanic or Latino,Master,195596,true,false
100,Male,60,Black or African American,Not Hispanic or Latino,Doctorate,315203,true,true
101,Male,20,Black or African American,Not Hispanic or Latino,Some College,16919,false,false
102,Female,24,Black or African American,Hispanic or Latino,High School,10098,false,false
103,Male,69,White,Not Hispanic or Latino,Master,93723,true,true
104,Male,66,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,632691,false,false
105,Female,61,White,Hispanic or Latino,Bachelor,37940,true,false
106,Male,60,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,372554,true,true
107,Male,44,White,Hispanic or Latino,Doctorate,615921,true,true
108,Male,30,White,Not Hispanic or Latino,Bachelor,105098,false,true
109,Female,71,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,688664,false,false
110,Male,50,Black or African American,Not Hispanic or Latino,Doctorate,880047,false,false
111,Female,32,White,Not Hispanic or Latino,Doctorate,147180,true,true
112,Male,68,American Indian or Alaska Native,Not Hispanic or Latino,Master,230810,false,false
113,Male,44,American Indian or Alaska Native,Hispanic or Latino,Master,179846,false,true
114,Female,40,American Indian or Alaska Native,Hispanic or Latino,Master,66746,true,true
