person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,66,White,Not Hispanic or Latino,Bachelor,126011,true,true
2,Male,59,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,205058,false,true
3,Male,37,Asian,Not Hispanic or Latino,Master,195225,true,true
4,Female,18,American Indian or Alaska Native,Not Hispanic or Latino,High School,10557,true,true
5,Male,58,American Indian or Alaska Native,Not Hispanic or Latino,Master,224496,false,false
6,Female,77,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,105531,true,false
7,Female,33,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,99303,true,false
8,Female,72,Black or African American,Hispanic or Latino,Master,144530,false,false
9,Male,46,Black or African American,Not Hispanic or Latino,Master,68782,false,true
10,Male,19,Asian,Not Hispanic or Latino,GED,12360,false,false
11,Female,71,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,356819,true,true
12,Female,67,Asian,Not Hispanic or Latino,Master,122352,false,false
13,Female,22,Black or African American,Not Hispanic or Latino,GED,13151,false,true
14,Male,49,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,462844,false,true
15,Female,50,Black or African American,Hispanic or Latino,Master,86711,true,false
16,Male,82,Black or African American,Not Hispanic or Latino,Master,143080,false,false
17,Male,29,Asian,Hispanic or Latino,Some College,17666,true,true
18,Male,58,American Indian or Alaska Native,Hispanic or Latino,Doctorate,536373,true,false
19,Female,36,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,107882,true,false
20,Female,85,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,794777,false,true
21,Male,59,American Indian or Alaska Native,Hispanic or Latino,Bachelor,122945,false,false
22,Male,46,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,700110,false,false
23,Male,36,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,87703,true,false
24,Female,56,American Indian or Alaska Native,Hispanic or Latino,Bachelor,75468,true,true
25,Female,71,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,174975,true,true
26,Male,33,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,235285,true,true
27,Female,22,White,Hispanic or Latino,GED,11695,false,true
28,Female,65,Asian,Hispanic or Latino,Bachelor,46569,false,false
29,Female,24,White,Hispanic or Latino,GED,12219,true,false
30,Male,27,Black or African American,Not Hispanic or Latino,Bachelor,60794,false,false
31,Male,49,White,Hispanic or Latino,Master,66030,false,true
32,Female,66,White,Not Hispanic or Latino,Master,201675,true,true
33,Male,52,Black or African American,Hispanic or Latino,Master,124226,true,true
34,Male,85,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,164919,false,false
35,Male,40,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,107463,false,true
36,Male,29,Black or African American,Not Hispanic or Latino,Some College,17332,true,false
37,Male,22,Asian,Hispanic or Latino,High School,10015,false,true
38,Male,58,White,Hispanic or Latino,Doctorate,809173,false,true
39,Female,82,White,Not Hispanic or Latino,Bachelor,68477,true,true
40,Male,70,Asian,Not Hispanic or Latino,Doctorate,511617,false,false
41,Female,61,American Indian or Alaska Native,Hispanic or Latino,Master,248637,false,false
42,Male,57,Asian,Hispanic or Latino,Master,170736,false,true
43,Female,22,Asian,Not Hispanic or Latino,GED,12094,true,true
44,Male,76,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,73435,true,true
45,Male,63,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,630983,true,false
46,Female,29,White,Hispanic or Latino,Some College,17863,false,true
47,Female,48,American Indian or Alaska Native,Hispanic or Latino,Master,165669,true,false
48,Female,43,Asian,Not Hispanic or Latino,Master,130787,true,true
49,Female,58,Black or African American,Hispanic or Latino,Bachelor,69614,true,false
