person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,47,Black or African American,Not Hispanic or Latino,Master,206560,false,true
2,Female,56,Black or African American,Not Hispanic or Latino,Bachelor,36361,false,true
3,Male,39,Black or African American,Not Hispanic or Latino,Doctorate,122890,false,true
4,Male,55,Asian,Hispanic or Latino,Master,185193,true,true
5,Female,82,Black or African American,Not Hispanic or Latino,Bachelor,70014,false,true
6,Male,67,White,Hispanic or Latino,Doctorate,909495,true,true
7,Male,20,Asian,Not Hispanic or Latino,GED,12538,true,false
8,Male,72,American Indian or Alaska Native,Hispanic or Latino,Bachelor,91014,false,true
9,Male,54,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,164136,false,false
10,Female,79,Asian,Hispanic or Latino,Bachelor,87753,false,false
11,Male,35,American Indian or Alaska Native,Hispanic or Latino,Doctorate,641991,false,true
12,Male,75,Black or African American,Hispanic or Latino,Bachelor,101527,false,true
13,Female,52,White,Not Hispanic or Latino,Bachelor,42994,false,true
14,Male,74,White,Not Hispanic or Latino,Master,135976,false,false
15,Female,72,Black or African American,Not Hispanic or Latino,Master,224380,false,true
16,Female,36,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,199887,false,true
17,Female,75,White,Hispanic or Latino,Master,76106,false,true
18,Male,34,Black or African American,Hispanic or Latino,Bachelor,74953,false,false
19,Male,71,White,Hispanic or Latino,Doctorate,839904,true,false
20,Female,36,American Indian or Alaska Native,Hispanic or Latino,Doctorate,638668,false,false
21,Male,64,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,190936,false,true
22,Male,83,Asian,Hispanic or Latino,Bachelor,77993,false,true
23,Male,72,Black or African American,Not Hispanic or Latino,Bachelor,76236,true,true
24,Male,44,White,Hispanic or Latino,Doctorate,820713,false,true
25,Female,81,White,Not Hispanic or Latino,Master,52723,true,true
26,Male,50,Black or African American,Hispanic or Latino,Master,117128,true,true
27,Male,32,American Indian or Alaska Native,Hispanic or Latino,Master,133844,true,true
28,Female,34,Asian,Hispanic or Latino,Bachelor,71233,false,false
29,Male,77,American Indian or Alaska Native,Hispanic or Latino,Bachelor,70399,false,true
30,Female,58,Asian,Hispanic or Latino,Master,214999,false,true
31,Female,47,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,733211,false,true
32,Female,73,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,60519,true,false
33,Female,24,Asian,Hispanic or Latino,GED,11947,false,false
34,Female,77,Black or African American,Hispanic or Latino,Master,108530,true,false
35,Female,46,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,69116,true,false
36,Male,23,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some College,15203,true,false
37,Female,65,American Indian or Alaska Native,Hispanic or Latino,Bachelor,35719,true,false
38,Female,30,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,560886,true,true
39,Female,28,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some College,18267,false,true
40,Male,36,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,85121,false,true
41,Male,57,Black or African American,Not Hispanic or Latino,Doctorate,839941,true,true
42,Female,49,White,Not Hispanic or Latino,Master,245630,true,false
43,Male,32,American Indian or Alaska Native,Hispanic or Latino,Master,118987,true,true
44,Male,76,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,30748,true,false
45,Female,50,White,Hispanic or Latino,Master,207219,false,true
46,Male,53,White,Hispanic or Latino,Bachelor,128871,false,false
47,Female,29,White,Not Hispanic or Latino,Some College,17379,false,true
48,Female,39,American Indian or Alaska Native,Hispanic or Latino,Doctorate,502147,false,false
49,Female,20,Asian,Hispanic or Latino,High School,10610,false,false
50,Female,77,Asian,Not Hispanic or Latino,Master,237014,true,true
51,Male,40,Asian,Hispanic or Latino,Master,52997,false,true
52,Male,25,White,Hispanic or Latino,High School,10877,true,true
53,Female,74,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,383941,false,false
54,Male,75,Black or African American,Hispanic or Latino,Doctorate,877284,false,false
55,Male,75,Black or African American,Hispanic or Latino,Master,223975,true,false
56,Female,64,Black or African American,Not Hispanic or Latino,Doctorate,805968,false,false
57,Male,81,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,171716,false,false
58,Female,56,White,Hispanic or Latino,Master,220974,false,false
59,Female,61,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,70597,false,false
60,Male,45,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,797424,true,true
61,Female,26,Black or African American,Hispanic or Latino,GED,11933,true,false
62,Female,70,Black or African American,Hispanic or Latino,Master,158570,true,false
63,Female,63,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,1051627,false,false
64,Male,66,Black or African American,Hispanic or Latino,Doctorate,231258,false,true
65,Female,27,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some College,17482,true,true
66,Female,35,White,Hispanic or Latino,Master,57241,false,false
67,Female,33,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,548517,false,false
