person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Male,60,American Indian or Alaska Native,Hispanic or Latino,Master,118426,true,true
2,Female,80,Asian,Hispanic or Latino,Bachelor,123129,true,true
3,Male,85,American Indian or Alaska Native,Hispanic or Latino,Doctorate,610112,true,false
4,Male,70,American Indian or Alaska Native,Not Hispanic or Latino,Master,173586,false,false
5,Male,36,Asian,Not Hispanic or Latino,Bachelor,96201,false,false
6,Male,80,Asian,Hispanic or Latino,Bachelor,73798,false,true
7,Female,49,Black or African American,Hispanic or Latino,Bachelor,73762,false,true
8,Male,50,Black or African American,Not Hispanic or Latino,Master,229581,true,false
9,Female,41,Asian,Not Hispanic or Latino,Doctorate,687776,false,false
10,Female,52,Black or African American,Hispanic or Latino,Doctorate,96311,false,false
11,Female,31,Black or African American,Hispanic or Latino,Doctorate,986631,false,false
12,Female,65,Black or African American,Hispanic or Latino,Bachelor,60111,true,false
13,Female,80,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,67829,true,false
14,Male,62,Black or African American,Not Hispanic or Latino,Bachelor,62475,true,true
15,Female,39,Asian,Not Hispanic or Latino,Bachelor,75548,true,false
16,Male,68,White,Hispanic or Latino,Bachelor,48312,true,true
17,Male,22,American Indian or Alaska Native,Not Hispanic or Latino,Some College,19264,true,false
18,Female,59,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,38843,true,false
19,Female,81,Black or African American,Not Hispanic or Latino,Doctorate,976760,false,false
20,Female,53,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,165901,true,true
21,Female,47,Asian,Hispanic or Latino,Doctorate,235754,true,false
22,Male,78,White,Hispanic or Latino,Doctorate,1054280,true,false
23,Female,28,White,Hispanic or Latino,Some College,16942,false,false
24,Female,69,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,72354,false,false
25,Male,39,Black or African American,Hispanic or Latino,Master,120820,true,true
26,Female,47,Black or African American,Not Hispanic or Latino,Master,50331,true,true
27,Male,29,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Some College,18623,true,false
28,Female,80,White,Hispanic or Latino,Doctorate,268434,true,true
29,Male,18,Asian,Not Hispanic or Latino,Some College,18628,true,false
30,Male,24,American Indian or Alaska Native,Hispanic or Latino,GED,11568,true,true
31,Male,62,Asian,Hispanic or Latino,Doctorate,344603,true,true
32,Male,55,Black or African American,Hispanic or Latino,Doctorate,273681,true,false
33,Male,50,White,Not Hispanic or Latino,Doctorate,482101,true,false
34,Female,66,White,Not Hispanic or Latino,Bachelor,83232,true,false
35,Male,29,American Indian or Alaska Native,Hispanic or Latino,Some College,18887,true,false
36,Female,65,Black or African American,Hispanic or Latino,Master,244293,false,true
37,Male,27,Asian,Not Hispanic or Latino,Bachelor,42860,false,false
38,Female,35,American Indian or Alaska Native,Hispanic or Latino,Master,198653,false,true
39,Female,83,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,900391,true,true
40,Female,23,Black or African American,Not Hispanic or Latino,GED,12584,false,true
41,Female,24,Asian,Hispanic or Latino,GED,12519,true,false
42,Female,23,Black or African American,Not Hispanic or Latino,High School,10032,false,false
43,Female,83,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,98431,false,false
44,Female,82,American Indian or Alaska Native,Hispanic or Latino,Master,233828,true,false
45,Male,41,White,Not Hispanic or Latino,Master,235775,false,true
46,Male,24,American Indian or Alaska Native,Hispanic or Latino,High School,10063,true,true
47,Male,53,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,189170,false,false
48,Male,25,Black or African American,Not Hispanic or Latino,GED,12935,false,false
49,Male,62,White,Hispanic or Latino,Doctorate,160714,true,true
50,Female,65,White,Hispanic or Latino,Master,138421,true,true
51,Female,72,Black or African American,Not Hispanic or Latino,Master,62318,false,false
52,Male,64,American Indian or Alaska Native,Hispanic or Latino,Doctorate,560569,true,false
53,Female,23,American Indian or Alaska Native,Not Hispanic or Latino,High School,10461,true,false
54,Male,50,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,179282,true,true
55,Male,69,Asian,Not Hispanic or Latino,Bachelor,74500,false,true
56,Female,66,Asian,Not Hispanic or Latino,Doctorate,902066,true,true
57,Female,75,Black or African American,Hispanic or Latino,Doctorate,136543,true,false
58,Male,75,White,Hispanic or Latino,Bachelor,59744,false,false
59,Female,24,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,GED,12086,true,false
60,Female,35,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,346776,false,true
