person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,60,American Indian or Alaska Native,Hispanic or Latino,Bachelor,33001,true,true
2,Male,84,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,100515,true,false
3,Male,37,American Indian or Alaska Native,Hispanic or Latino,Master,55643,false,true
4,Female,73,Asian,Hispanic or Latino,Bachelor,111212,true,true
5,Male,69,White,Hispanic or Latino,Bachelor,110156,false,false
6,Male,64,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,988960,true,false
7,Male,36,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,130268,true,false
8,Male,35,Black or African American,Hispanic or Latino,Bachelor,55535,true,true
9,Female,34,Asian,Hispanic or Latino,Master,230603,false,true
10,Male,59,Black or African American,Hispanic or Latino,Master,199903,false,true
11,Male,42,Black or African American,Not Hispanic or Latino,Doctorate,200119,false,true
12,Female,54,American Indian or Alaska Native,Hispanic or Latino,Master,135009,false,true
13,Female,51,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,277194,false,false
14,Female,63,American Indian or Alaska Native,Hispanic or Latino,Bachelor,125384,false,false
15,Female,85,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,62479,true,false
16,Male,22,American Indian or Alaska Native,Not Hispanic or Latino,GED,12080,true,true
17,Female,85,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,31817,true,false
18,Male,42,American Indian or Alaska Native,Hispanic or Latino,Master,93241,true,false
19,Female,49,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,83148,false,false
20,Female,32,White,Not Hispanic or Latino,Doctorate,209664,false,true
21,Female,82,Black or African American,Hispanic or Latino,Master,213108,false,true
22,Male,73,White,Hispanic or Latino,Bachelor,56151,true,true
23,Male,34,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,836255,true,true
24,Female,55,Asian,Not Hispanic or Latino,Bachelor,38149,false,true
25,Male,47,White,Not Hispanic or Latino,Master,173556,false,false
26,Female,18,American Indian or Alaska Native,Hispanic or Latino,Some College,17195,true,false
27,Male,64,Black or African American,Not Hispanic or Latino,Master,150074,true,true
28,Male,29,Asian,Hispanic or Latino,Some College,19115,true,true
29,Male,61,White,Hispanic or Latino,Bachelor,119519,true,true
30,Female,27,Black or African American,Hispanic or Latino,Bachelor,52631,false,true
31,Female,53,White,Hispanic or Latino,Bachelor,125018,true,true
32,Male,56,Black or African American,Not Hispanic or Latino,Bachelor,82942,false,false
33,Male,25,Asian,Not Hispanic or Latino,Some College,19144,false,true
34,Male,43,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,649827,false,false
35,Female,31,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,857047,true,false
36,Female,52,Asian,Not Hispanic or Latino,Master,91189,true,true
37,Female,79,Asian,Not Hispanic or Latino,Master,176366,true,true
38,Male,28,Asian,Not Hispanic or Latino,Bachelor,115629,false,false
39,Female,55,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,109090,true,false
40,Female,27,American Indian or Alaska Native,Hispanic or Latino,Bachelor,116028,false,false
41,Female,19,White,Not Hispanic or Latino,Some College,15490,true,true
42,Female,48,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,158155,false,true
43,Female,60,Asian,Not Hispanic or Latino,Master,58104,false,true
44,Female,71,Black or African American,Hispanic or Latino,Doctorate,405473,true,true
45,Female,51,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,193695,true,true
46,Female,78,Asian,Not Hispanic or Latino,Bachelor,50178,true,true
47,Male,83,White,Hispanic or Latino,Master,196472,true,true
48,Male,36,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,73686,false,false
49,Female,40,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,138902,true,true
50,Female,42,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,46178,true,true
51,Female,22,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,GED,12870,true,false
52,Male,37,Asian,Hispanic or Latino,Bachelor,96763,true,true
53,Female,66,Asian,Not Hispanic or Latino,Master,200970,true,true
54,Female,80,Black or African American,Not Hispanic or Latino,Doctorate,357998,true,false
55,Female,55,White,Hispanic or Latino,Doctorate,498418,true,true
56,Female,68,White,Hispanic or Latino,Doctorate,903794,false,true
57,Female,54,Asian,Hispanic or Latino,Doctorate,1043356,true,false
58,Male,82,Asian,Not Hispanic or Latino,Master,188385,false,true
59,Female,81,Black or African American,Hispanic or Latino,Doctorate,1074919,true,false
60,Male,44,Black or African American,Hispanic or Latino,Doctorate,464560,false,false
61,Male,46,Asian,Not Hispanic or Latino,Master,89878,false,false
