person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Male,47,American Indian or Alaska Native,Hispanic or Latino,Bachelor,78908,false,false
2,Male,53,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,592615,true,true
3,Female,57,White,Not Hispanic or Latino,Bachelor,54390,true,true
4,Female,78,Asian,Not Hispanic or Latino,Doctorate,637556,true,false
5,Female,73,Asian,Not Hispanic or Latino,Bachelor,70527,true,false
6,Female,47,American Indian or Alaska Native,Hispanic or Latino,Bachelor,38025,false,true
7,Male,81,Asian,Not Hispanic or Latino,Master,165071,true,true
8,Female,35,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,52645,true,false
9,Male,29,White,Not Hispanic or Latino,Some College,19958,true,false
10,Female,28,Asian,Hispanic or Latino,Some College,17259,true,false
11,Male,29,American Indian or Alaska Native,Not Hispanic or Latino,Some College,17615,true,true
12,Male,27,Asian,Hispanic or Latino,Bachelor,41940,true,true
13,Male,31,Black or African American,Hispanic or Latino,Bachelor,94558,true,true
14,Female,83,Asian,Hispanic or Latino,Doctorate,202221,true,true
15,Female,28,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,66759,false,true
16,Male,44,American Indian or Alaska Native,Hispanic or Latino,Doctorate,815980,true,true
17,Male,54,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,485784,true,true
18,Female,35,White,Not Hispanic or Latino,Master,244246,true,false
19,Male,80,White,Hispanic or Latino,Doctorate,561119,true,false
20,Female,45,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,50536,true,true
21,Female,71,Black or African American,Not Hispanic or Latino,Bachelor,83619,true,false
22,Female,37,Asian,Hispanic or Latino,Master,69600,true,true
23,Female,78,Black or African American,Not Hispanic or Latino,Master,236572,true,true
24,Male,66,Asian,Hispanic or Latino,Master,132395,false,false
25,Female,81,White,Hispanic or Latino,Bachelor,43408,false,true
26,Male,53,Black or African American,Not Hispanic or Latino,Doctorate,1044189,true,true
27,Female,85,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,672706,false,false
28,Female,54,Asian,Not Hispanic or Latino,Bachelor,81505,true,true
29,Female,80,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,38998,true,true
30,Male,35,Black or African American,Hispanic or Latino,Bachelor,60422,false,true
31,Female,59,Black or African American,Not Hispanic or Latino,Master,129002,true,true
32,Male,63,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,166867,false,true
33,Male,25,Asian,Hispanic or Latino,Some College,19475,true,false
34,Female,35,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,487033,false,true
35,Male,23,American Indian or Alaska Native,Hispanic or Latino,GED,12774,true,false
36,Female,52,White,Hispanic or Latino,Doctorate,423136,false,true
37,Female,30,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,783039,true,false
38,Male,81,Asian,Not Hispanic or Latino,Doctorate,621290,true,true
39,Female,83,White,Hispanic or Latino,Bachelor,99974,true,false
40,Male,18,American Indian or Alaska Native,Not Hispanic or Latino,High School,10090,false,true
41,Male,40,Black or African American,Hispanic or Latino,Master,170826,true,false
42,Male,26,Asian,Not Hispanic or Latino,GED,12052,true,true
43,Female,85,White,Hispanic or Latino,Doctorate,336866,true,false
44,Male,29,Asian,Not Hispanic or Latino,Bachelor,54222,true,false
45,Female,77,Asian,Not Hispanic or Latino,Master,223765,true,false
46,Female,36,American Indian or Alaska Native,Hispanic or Latino,Doctorate,873569,true,true
47,Male,19,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,GED,11566,true,true
48,Male,36,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,629787,true,false
49,Male,54,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,114508,true,true
50,Female,38,White,Hispanic or Latino,Doctorate,895886,false,true
51,Male,51,Black or African American,Hispanic or Latino,Doctorate,187014,false,false
52,Female,51,Asian,Hispanic or Latino,Doctorate,848425,false,false
53,Male,41,White,Hispanic or Latino,Bachelor,92471,true,true
54,Male,47,Asian,Hispanic or Latino,Master,71566,false,false
55,Female,56,American Indian or Alaska Native,Not Hispanic or Latino,Master,169077,false,false
56,Male,79,Asian,Hispanic or Latino,Master,69792,false,true
57,Male,80,Black or African American,Hispanic or Latino,Master,107937,false,true
58,Male,68,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,50914,true,false
59,Male,47,Black or African American,Hispanic or Latino,Doctorate,520762,true,true
60,Female,70,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,116301,true,false
61,Female,44,Black or African American,Hispanic or Latino,Bachelor,44194,true,false
62,Female,25,White,Hispanic or Latino,GED,12983,false,false
63,Female,61,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,211058,true,false
