person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,53,Black or African American,Not Hispanic or Latino,Doctorate,667320,false,true
2,Male,71,Black or African American,Not Hispanic or Latino,Doctorate,364275,true,false
3,Male,43,Black or African American,Not Hispanic or Latino,Doctorate,196827,true,true
4,Female,49,White,Not Hispanic or Latino,Doctorate,964277,true,false
5,Male,47,American Indian or Alaska Native,Hispanic or Latino,Master,117782,true,false
6,Female,79,American Indian or Alaska Native,Hispanic or Latino,Bachelor,125014,false,true
7,Female,32,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,583493,true,true
8,Female,46,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,972898,false,false
9,Female,54,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,46963,false,true
10,Female,72,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,844263,true,true
11,Male,33,White,Hispanic or Latino,Master,167597,true,true
12,Male,74,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,127409,false,true
13,Male,27,Black or African American,Not Hispanic or Latino,Some College,16446,true,true
14,Male,22,Black or African American,Hispanic or Latino,High School,10817,true,true
15,Female,38,White,Not Hispanic or Latino,Bachelor,116673,false,false
16,Female,57,Black or African American,Hispanic or Latino,Doctorate,393458,false,true
17,Male,37,American Indian or Alaska Native,Not Hispanic or Latino,Master,215395,false,false
18,Male,69,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,242904,true,false
19,Male,29,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,93494,false,true
20,Male,83,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,67981,false,true
21,Female,26,American Indian or Alaska Native,Not Hispanic or Latino,GED,12955,false,true
22,Male,23,American Indian or Alaska Native,Hispanic or Latino,Some College,19704,true,true
23,Male,80,White,Not Hispanic or Latino,Doctorate,621269,true,false
24,Female,51,American Indian or Alaska Native,Hispanic or Latino,Doctorate,495118,false,true
25,Female,21,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,High School,10090,false,false
26,Female,56,Asian,Not Hispanic or Latino,Doctorate,321255,false,false
27,Female,30,Black or African American,Not Hispanic or Latino,Master,203363,true,true
28,Female,34,American Indian or Alaska Native,Hispanic or Latino,Bachelor,70172,false,false
29,Male,80,Black or African American,Hispanic or Latino,Master,211420,false,true
30,Female,49,American Indian or Alaska Native,Not Hispanic or Latino,Master,171037,false,true
31,Male,84,Asian,Not Hispanic or Latino,Master,172814,false,false
32,Male,41,Black or African American,Hispanic or Latino,Bachelor,114943,false,false
33,Female,68,Asian,Not Hispanic or Latino,Master,61217,false,false
34,Male,38,American Indian or Alaska Native,Hispanic or Latino,Doctorate,92929,false,true
35,Male,80,White,Not Hispanic or Latino,Doctorate,395434,false,true
36,Male,73,Asian,Hispanic or Latino,Doctorate,989959,true,false
37,Female,31,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,86129,false,false
38,Male,26,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some College,17697,true,false
39,Male,73,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,85127,false,true
40,Male,67,Black or African American,Not Hispanic or Latino,Bachelor,105335,true,true
41,Female,40,Black or African American,Not Hispanic or Latino,Doctorate,452546,false,true
42,Male,50,Black or African American,Hispanic or Latino,Bachelor,96964,false,true
43,Male,36,White,Hispanic or Latino,Master,168191,true,false
44,Female,83,Black or African American,Not Hispanic or Latino,Master,130152,true,false
45,Female,24,Asian,Not Hispanic or Latino,High School,10100,true,false
46,Male,57,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,209349,false,true
47,Female,49,Black or African American,Hispanic or Latino,Doctorate,353666,true,false
48,Male,84,White,Hispanic or Latino,Bachelor,88143,false,true
49,Female,64,Black or African American,Hispanic or Latino,Master,237103,true,true
50,Male,49,White,Hispanic or Latino,Master,156290,true,false
51,Male,63,Asian,Hispanic or Latino,Master,85751,false,true
52,Male,81,Asian,Hispanic or Latino,Master,114589,false,true
53,Female,83,American Indian or Alaska Native,Hispanic or Latino,Master,173388,true,false
54,Male,35,Asian,Not Hispanic or Latino,Doctorate,1021957,false,true
55,Male,42,Black or African American,Hispanic or Latino,Bachelor,108449,true,true
