person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Male,20,American Indian or Alaska Native,Not Hispanic or Latino,High School,10962,false,true
2,Female,62,Asian,Hispanic or Latino,Bachelor,30421,true,true
3,Male,81,White,Hispanic or Latino,Master,220298,true,true
4,Male,19,Black or African American,Not Hispanic or Latino,High School,10854,false,false
5,Female,58,American Indian or Alaska Native,Hispanic or Latino,Master,147013,true,false
6,Female,43,White,Hispanic or Latino,Doctorate,452891,false,true
7,Male,33,American Indian or Alaska Native,Not Hispanic or Latino,Master,169383,false,false
8,Female,55,Black or African American,Not Hispanic or Latino,Doctorate,896775,false,true
9,Female,59,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,176847,true,false
10,Female,85,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,233636,true,false
11,Male,42,Black or African American,Hispanic or Latino,Doctorate,424609,false,true
12,Female,40,White,Not Hispanic or Latino,Master,150458,false,false
13,Male,80,Asian,Not Hispanic or Latino,Bachelor,105831,true,true
14,Female,70,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,592341,true,true
15,Female,77,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,52036,false,false
16,Male,18,American Indian or Alaska Native,Not Hispanic or Latino,Some College,16131,false,false
17,Male,82,White,Not Hispanic or Latino,Bachelor,37276,false,false
18,Female,40,American Indian or Alaska Native,Not Hispanic or Latino,Master,52379,true,false
19,Male,69,American Indian or Alaska Native,Hispanic or Latino,Doctorate,673249,false,true
20,Male,67,White,Hispanic or Latino,Master,138209,false,true
21,Male,69,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,552455,false,false
22,Male,18,White,Not Hispanic or Latino,High School,10369,true,true
23,Female,26,Asian,Not Hispanic or Latino,GED,12439,true,true
24,Female,38,Black or African American,Not Hispanic or Latino,Bachelor,109564,false,false
25,Female,81,White,Not Hispanic or Latino,Master,144646,false,false
26,Female,37,American Indian or Alaska Native,Hispanic or Latino,Doctorate,991361,true,true
27,Male,54,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,48592,true,true
28,Female,71,White,Not Hispanic or Latino,Bachelor,99182,true,true
29,Male,40,White,Hispanic or Latino,Doctorate,673658,true,false
30,Male,71,Asian,Not Hispanic or Latino,Bachelor,104910,false,false
31,Male,23,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,GED,11301,true,false
32,Male,40,White,Not Hispanic or Latino,Doctorate,884185,true,true
33,Male,65,Black or African American,Not Hispanic or Latino,Master,87960,true,false
34,Female,84,Black or African American,Not Hispanic or Latino,Bachelor,70144,false,true
35,Male,68,White,Hispanic or Latino,Doctorate,186143,false,false
36,Female,65,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,1059664,true,true
37,Female,30,Asian,Hispanic or Latino,Bachelor,38344,true,true
38,Male,68,Black or African American,Hispanic or Latino,Doctorate,1037012,true,true
39,Female,74,White,Hispanic or Latino,Doctorate,205703,true,true
40,Male,18,American Indian or Alaska Native,Not Hispanic or Latino,Some College,16240,true,false
41,Female,33,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,113119,true,true
42,Male,20,Asian,Hispanic or Latino,GED,12780,true,false
43,Male,60,American Indian or Alaska Native,Hispanic or Latino,Master,176800,false,false
44,Female,35,White,Not Hispanic or Latino,Master,163506,true,false
45,Male,58,Black or African American,Not Hispanic or Latino,Doctorate,953886,false,true
46,Male,55,White,Not Hispanic or Latino,Doctorate,377688,false,true
47,Male,50,White,Not Hispanic or Latino,Doctorate,1024118,false,false
48,Female,61,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,154156,false,false
49,Male,74,Asian,Hispanic or Latino,Master,135132,false,true
50,Male,54,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,129095,true,false
51,Male,57,White,Hispanic or Latino,Master,79124,true,false
52,Male,57,American Indian or Alaska Native,Not Hispanic or Latino,Master,113481,true,false
53,Female,44,Asian,Hispanic or Latino,Bachelor,97251,false,false
54,Female,22,Black or African American,Hispanic or Latino,High School,10346,false,true
55,Male,39,Black or African American,Hispanic or Latino,Doctorate,783467,true,true
56,Male,74,American Indian or Alaska Native,Hispanic or Latino,Bachelor,60533,true,false
57,Male,70,White,Not Hispanic or Latino,Bachelor,90379,true,false
58,Female,61,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,53440,false,false
59,Female,70,Black or African American,Not Hispanic or Latino,Master,114087,false,false
60,Female,76,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,230186,false,false
61,Female,68,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,1023597,false,false
62,Female,29,American Indian or Alaska Native,Hispanic or Latino,Some College,16350,false,false
63,Female,30,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,45423,false,false
64,Male,85,American Indian or Alaska Native,Hispanic or Latino,Doctorate,136455,true,true
65,Female,31,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,112313,false,false
66,Male,48,American Indian or Alaska Native,Hispanic or Latino,Bachelor,34294,false,true
67,Female,56,Asian,Not Hispanic or Latino,Doctorate,167774,true,true
68,Male,35,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,116709,false,true
69,Male,24,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,High School,10251,false,true
70,Male,51,Black or African American,Hispanic or Latino,Bachelor,37220,false,true
71,Female,54,White,Hispanic or Latino,Doctorate,293210,false,true
72,Female,40,American Indian or Alaska Native,Hispanic or Latino,Bachelor,105131,true,false
73,Female,81,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,101572,false,true
74,Female,79,American Indian or Alaska Native,Not Hispanic or Latino,Master,126173,true,false
75,Female,85,American Indian or Alaska Native,Hispanic or Latino,Doctorate,166099,false,true
76,Male,24,American Indian or Alaska Native,Not Hispanic or Latino,High School,10677,true,false
77,Male,45,White,Hispanic or Latino,Bachelor,88391,false,false
78,Female,51,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,888702,true,false
79,Female,26,American Indian or Alaska Native,Hispanic or Latino,High School,10746,false,true
80,Female,64,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,75306,true,false
81,Female,74,Black or African American,Hispanic or Latino,Bachelor,89270,false,true
82,Female,46,Asian,Hispanic or Latino,Master,75392,false,false
83,Female,28,Asian,Hispanic or Latino,Some College,17029,true,false
84,Male,55,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,240508,true,false
85,Female,67,Asian,Not Hispanic or Latino,Bachelor,115081,true,false
86,Male,65,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,61005,true,false
87,Male,73,American Indian or Alaska Native,Hispanic or Latino,Master,204114,false,false
88,Male,73,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,71848,false,true
89,Male,72,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,98610,false,false
90,Male,69,Asian,Not Hispanic or Latino,Bachelor,75002,false,false
91,Male,67,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,68687,true,false
92,Female,68,American Indian or Alaska Native,Hispanic or Latino,Bachelor,95502,false,true
93,Female,28,American Indian or Alaska Native,Hispanic or Latino,Some College,18392,true,true
94,Male,20,American Indian or Alaska Native,Hispanic or Latino,Some College,15181,true,true
95,Male,69,American Indian or Alaska Native,Not Hispanic or Latino,Master,211173,false,false
96,Female,22,Black or African American,Not Hispanic or Latino,Some College,19994,true,false
97,Male,29,American Indian or Alaska Native,Hispanic or Latino,Bachelor,79600,true,true
98,Male,48,White,Not Hispanic or Latino,Doctorate,641330,true,false
99,Male,44,American Indian or Alaska Native,Not Hispanic or Latino,Master,233123,true,true
100,Female,36,Asian,Not Hispanic or Latino,Bachelor,54971,false,false
101,Female,32,Asian,Hispanic or Latino,Bachelor,127647,false,false
