person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,70,White,Hispanic or Latino,Bachelor,81389,true,false
2,Female,26,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,GED,11939,false,false
3,Male,38,American Indian or Alaska Native,Not Hispanic or Latino,Master,199304,false,false
4,Male,40,Asian,Hispanic or Latino,Master,142887,true,true
5,Female,30,White,Hispanic or Latino,Bachelor,76780,true,true
6,Male,68,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,469664,true,false
7,Male,66,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,87513,true,false
8,Male,60,American Indian or Alaska Native,Hispanic or Latino,Master,134405,false,true
9,Male,76,Black or African American,Not Hispanic or Latino,Master,192722,true,false
10,Female,48,American Indian or Alaska Native,Not Hispanic or Latino,Master,145767,false,false
11,Female,53,American Indian or Alaska Native,Hispanic or Latino,Master,152899,true,false
12,Female,22,Asian,Hispanic or Latino,High School,10972,false,true
13,Female,60,Black or African American,Not Hispanic or Latino,Master,206225,true,false
14,Male,29,White,Not Hispanic or Latino,Bachelor,36923,true,false
15,Female,56,American Indian or Alaska Native,Hispanic or Latino,Bachelor,64211,true,false
16,Female,58,Black or African American,Not Hispanic or Latino,Doctorate,1006200,true,true
17,Male,60,American Indian or Alaska Native,Hispanic or Latino,Bachelor,72335,false,true
18,Female,35,Black or African American,Hispanic or Latino,Doctorate,652288,false,false
19,Female,69,Black or African American,Not Hispanic or Latino,Master,164033,false,true
20,Male,38,Black or African American,Hispanic or Latino,Master,112993,true,true
21,Female,20,Black or African American,Not Hispanic or Latino,GED,11764,false,true
22,Female,77,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,35723,false,false
23,Male,77,White,Not Hispanic or Latino,Doctorate,642609,false,true
24,Female,67,Black or African American,Not Hispanic or Latino,Master,155532,true,true
25,Female,65,White,Hispanic or Latino,Doctorate,755666,false,false
26,Female,60,Black or African American,Hispanic or Latino,Bachelor,58318,true,true
27,Female,40,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,97571,false,true
28,Female,76,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,93667,true,true
