person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,43,Asian,Hispanic or Latino,Doctorate,959033,false,true
2,Female,48,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,131222,false,true
3,Male,22,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,High School,10370,false,true
4,Male,26,Asian,Not Hispanic or Latino,High School,10278,true,false
5,Male,20,Black or African American,Not Hispanic or Latino,GED,11312,true,true
6,Female,36,Black or African American,Not Hispanic or Latino,Bachelor,105106,false,true
7,Male,63,Asian,Not Hispanic or Latino,Doctorate,494117,false,true
8,Male,51,Asian,Not Hispanic or Latino,Bachelor,55273,false,false
9,Male,42,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,70951,true,false
10,Female,52,Black or African American,Hispanic or Latino,Doctorate,672015,false,false
11,Female,63,White,Not Hispanic or Latino,Bachelor,63179,false,false
12,Female,41,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,129389,true,true
13,Female,19,Black or African American,Not Hispanic or Latino,GED,12042,true,true
14,Male,77,American Indian or Alaska Native,Hispanic or Latino,Bachelor,46796,true,true
15,Male,72,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,1018954,true,true
16,Male,38,Black or African American,Not Hispanic or Latino,Bachelor,100460,true,false
17,Female,85,White,Hispanic or Latino,Master,97927,true,false
18,Male,64,Black or African American,Hispanic or Latino,Doctorate,285119,false,false
19,Female,39,Black or African American,Hispanic or Latino,Master,75970,false,true
20,Female,74,Black or African American,Not Hispanic or Latino,Doctorate,434716,false,false
21,Male,38,Asian,Not Hispanic or Latino,Master,163412,true,true
22,Female,40,White,Hispanic or Latino,Master,97561,false,false
23,Female,34,American Indian or Alaska Native,Hispanic or Latino,Doctorate,789855,true,false
24,Male,83,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,101144,false,true
25,Female,29,Black or African American,Hispanic or Latino,Some College,18278,true,true
26,Female,80,Asian,Hispanic or Latino,Master,197469,true,true
27,Female,26,Black or African American,Hispanic or Latino,GED,13192,true,true
28,Female,31,Black or African American,Hispanic or Latino,Bachelor,51661,true,false
29,Female,77,Black or African American,Hispanic or Latino,Bachelor,38142,true,true
30,Male,23,Black or African American,Hispanic or Latino,High School,10400,false,false
31,Male,59,White,Not Hispanic or Latino,Master,207426,false,true
32,Male,83,White,Not Hispanic or Latino,Doctorate,177615,false,true
33,Male,56,Asian,Hispanic or Latino,Bachelor,98866,false,false
34,Male,46,Black or African American,Hispanic or Latino,Master,74279,true,true
35,Male,42,American Indian or Alaska Native,Hispanic or Latino,Master,215462,true,false
36,Female,22,Black or African American,Hispanic or Latino,GED,11415,false,true
37,Male,66,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,140447,true,false
38,Male,70,Black or African American,Not Hispanic or Latino,Master,238744,true,true
39,Male,20,American Indian or Alaska Native,Not Hispanic or Latino,High School,10878,false,true
40,Male,40,Asian,Not Hispanic or Latino,Doctorate,615338,false,true
41,Male,32,American Indian or Alaska Native,Hispanic or Latino,Doctorate,932690,true,false
42,Male,76,White,Not Hispanic or Latino,Bachelor,35993,false,true
43,Male,46,White,Hispanic or Latino,Bachelor,34689,true,true
44,Male,48,Asian,Not Hispanic or Latino,Doctorate,285981,false,false
45,Male,75,Black or African American,Not Hispanic or Latino,Doctorate,621109,true,false
46,Male,27,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,87942,true,false
47,Male,37,White,Not Hispanic or Latino,Bachelor,55035,false,false
48,Female,61,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,90729,false,false
49,Female,41,Asian,Not Hispanic or Latino,Doctorate,222928,true,true
50,Male,36,White,Hispanic or Latino,Master,151954,false,true
51,Female,66,Asian,Hispanic or Latino,Bachelor,81906,true,false
52,Male,68,Asian,Not Hispanic or Latino,Bachelor,101798,false,true
53,Female,29,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,37664,true,false
54,Female,33,Black or African American,Hispanic or Latino,Bachelor,114220,false,false
55,Male,33,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,689811,true,true
56,Female,22,American Indian or Alaska Native,Not Hispanic or Latino,GED,13193,false,false
57,Female,28,American Indian or Alaska Native,Hispanic or Latino,Some College,17221,true,false
