person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Male,18,Asian,Not Hispanic or Latino,GED,13058,false,true
2,Male,40,White,Hispanic or Latino,Doctorate,390442,true,false
3,Male,42,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,163273,true,true
4,Female,52,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,67088,true,false
5,Male,55,Black or African American,Not Hispanic or Latino,Doctorate,212091,true,false
6,Male,29,Asian,Hispanic or Latino,Bachelor,108964,false,true
7,Male,78,White,Hispanic or Latino,Bachelor,55379,false,true
8,Female,54,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,53487,true,true
9,Male,72,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,109314,false,true
10,Female,76,Black or African American,Not Hispanic or Latino,Bachelor,118488,true,true
11,Female,24,American Indian or Alaska Native,Hispanic or Latino,GED,12485,true,true
12,Female,21,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Some College,19299,true,true
13,Male,24,White,Not Hispanic or Latino,Some College,19117,true,false
14,Female,70,American Indian or Alaska Native,Hispanic or Latino,Doctorate,720627,true,false
15,Female,44,Black or African American,Hispanic or Latino,Master,235421,true,false
16,Female,49,White,Not Hispanic or Latino,Doctorate,136932,true,false
17,Female,30,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,97050,true,false
18,Female,64,White,Hispanic or Latino,Bachelor,41416,true,false
19,Male,30,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,40325,true,true
20,Male,54,White,Hispanic or Latino,Master,190231,false,false
21,Female,48,Black or African American,Hispanic or Latino,Master,225176,false,false
22,Male,63,White,Hispanic or Latino,Bachelor,71669,false,false
23,Female,27,American Indian or Alaska Native,Hispanic or Latino,Some College,19141,true,true
24,Female,81,Asian,Not Hispanic or Latino,Bachelor,45415,true,true
25,Male,80,Black or African American,Not Hispanic or Latino,Bachelor,54522,true,false
26,Male,38,Asian,Hispanic or Latino,Doctorate,467600,true,true
27,Male,84,Asian,Not Hispanic or Latino,Doctorate,885003,false,false
28,Female,36,White,Hispanic or Latino,Bachelor,40271,true,true
29,Male,20,Black or African American,Not Hispanic or Latino,GED,12447,false,false
30,Female,80,American Indian or Alaska Native,Not Hispanic or Latino,Master,105163,false,true
31,Female,68,White,Hispanic or Latino,Master,208547,false,false
32,Male,84,Black or African American,Not Hispanic or Latino,Doctorate,174161,false,true
33,Male,36,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,93252,true,false
34,Female,52,White,Not Hispanic or Latino,Bachelor,79318,true,false
35,Female,81,Black or African American,Hispanic or Latino,Master,169653,false,false
