person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,20,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,GED,13171,false,true
2,Male,52,White,Hispanic or Latino,Doctorate,1061965,true,true
3,Male,85,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,122042,false,false
4,Male,84,American Indian or Alaska Native,Hispanic or Latino,Bachelor,36473,false,false
5,Male,28,Black or African American,Hispanic or Latino,Some College,18264,true,false
6,Male,28,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some College,19052,true,true
7,Female,85,White,Hispanic or Latino,Bachelor,98683,true,true
8,Male,28,American Indian or Alaska Native,Hispanic or Latino,Some College,19289,true,true
9,Female,40,Black or African American,Hispanic or Latino,Master,97847,false,false
10,Male,73,American Indian or Alaska Native,Hispanic or Latino,Master,112923,false,false
11,Male,34,Black or African American,Hispanic or Latino,Bachelor,128770,true,false
12,Male,84,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,249997,false,true
13,Male,41,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,117845,false,false
14,Male,75,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,57940,true,true
15,Male,34,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,179674,false,true
16,Male,28,Asian,Not Hispanic or Latino,Some College,18088,false,false
17,Male,29,Black or African American,Hispanic or Latino,Some College,15268,false,false
18,Female,42,Asian,Hispanic or Latino,Doctorate,840847,true,false
19,Female,65,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,55861,false,false
20,Female,23,Black or African American,Hispanic or Latino,High School,10539,true,false
21,Male,53,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,377459,true,true
22,Female,68,Black or African American,Hispanic or Latino,Bachelor,42355,false,false
23,Male,30,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,57616,false,true
24,Female,64,Black or African American,Not Hispanic or Latino,Doctorate,725817,true,true
25,Female,80,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,112670,true,true
26,Male,26,Asian,Hispanic or Latino,High School,10921,false,true
27,Female,25,Black or African American,Hispanic or Latino,GED,13170,true,true
28,Female,48,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,688248,false,false
29,Male,48,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,207701,true,false
30,Male,36,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,94633,false,false
31,Female,23,Asian,Hispanic or Latino,Some College,19250,true,true
32,Female,26,Asian,Hispanic or Latino,GED,11738,true,true
33,Male,50,American Indian or Alaska Native,Hispanic or Latino,Doctorate,878666,true,true
34,Female,33,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,212606,false,false
35,Female,82,American Indian or Alaska Native,Hispanic or Latino,Bachelor,58805,true,false
36,Female,71,Asian,Not Hispanic or Latino,Bachelor,77521,true,false
37,Female,52,Asian,Not Hispanic or Latino,Master,191704,true,false
38,Male,47,Black or African American,Not Hispanic or Latino,Doctorate,1063056,false,true
39,Male,73,Black or African American,Hispanic or Latino,Bachelor,104992,false,true
40,Male,29,Black or African American,Hispanic or Latino,Bachelor,98392,true,true
41,Male,21,American Indian or Alaska Native,Hispanic or Latino,Some College,16138,false,false
42,Female,40,Black or African American,Hispanic or Latino,Master,60251,true,false
43,Female,45,Asian,Not Hispanic or Latino,Doctorate,582148,true,true
44,Female,58,American Indian or Alaska Native,Hispanic or Latino,Master,247592,true,false
45,Male,39,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,117752,true,false
46,Female,66,American Indian or Alaska Native,Hispanic or Latino,Bachelor,117912,true,true
47,Female,77,Asian,Hispanic or Latino,Doctorate,627154,true,false
48,Male,34,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,206162,true,true
49,Male,40,Black or African American,Hispanic or Latino,Doctorate,744935,true,true
50,Male,75,Black or African American,Not Hispanic or Latino,Master,102230,true,false
51,Male,80,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,192722,true,true
52,Male,44,Black or African American,Not Hispanic or Latino,Master,154349,true,false
53,Female,58,Black or African American,Hispanic or Latino,Bachelor,71941,true,false
54,Male,33,American Indian or Alaska Native,Hispanic or Latino,Bachelor,124689,false,true
55,Male,27,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,61870,false,false
56,Female,73,Asian,Hispanic or Latino,Master,215514,false,false
57,Male,52,American Indian or Alaska Native,Hispanic or Latino,Bachelor,78212,true,false
58,Male,83,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,121000,true,true
59,Male,55,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,31747,true,false
60,Female,34,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,1006889,true,true
61,Male,61,Black or African American,Not Hispanic or Latino,Bachelor,81481,true,false
62,Female,79,Asian,Not Hispanic or Latino,Master,56273,false,false
63,Male,49,Asian,Hispanic or Latino,Master,114166,false,true
64,Male,73,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,432187,false,false
65,Female,81,White,Hispanic or Latino,Doctorate,821299,false,false
66,Female,73,White,Hispanic or Latino,Master,229211,true,false
67,Male,73,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,751234,true,false
68,Male,62,Black or African American,Not Hispanic or Latino,Bachelor,35840,false,true
69,Male,44,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,973215,true,true
70,Female,67,White,Hispanic or Latino,Doctorate,712606,true,true
71,Female,19,Asian,Hispanic or Latino,GED,11916,true,true
72,Female,29,Black or African American,Hispanic or Latino,Bachelor,129368,false,false
73,Male,56,Black or African American,Not Hispanic or Latino,Doctorate,228748,false,true
74,Female,56,Asian,Not Hispanic or Latino,Bachelor,30147,false,true
75,Female,42,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,114296,true,false
76,Female,33,Asian,Hispanic or Latino,Master,75406,false,true
77,Female,79,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,97690,false,true
78,Female,77,Asian,Hispanic or Latino,Doctorate,318107,false,false
79,Male,43,White,Not Hispanic or Latino,Master,202889,false,true
80,Male,38,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,234014,true,true
81,Female,55,White,Not Hispanic or Latino,Master,93849,false,true
82,Male,53,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,53399,true,false
83,Female,59,Asian,Hispanic or Latino,Bachelor,81488,true,false
84,Female,79,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,181575,true,true
85,Male,68,American Indian or Alaska Native,Hispanic or Latino,Bachelor,107224,true,true
86,Male,35,American Indian or Alaska Native,Hispanic or Latino,Master,56967,false,false
87,Male,31,Black or African American,Hispanic or Latino,Bachelor,80795,true,false
88,Male,49,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,84076,true,false
89,Male,22,White,Hispanic or Latino,Some College,15864,true,false
90,Female,51,White,Hispanic or Latino,Doctorate,163621,true,true
91,Female,29,Black or African American,Hispanic or Latino,Some College,17183,false,false
92,Female,33,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,58897,false,true
93,Female,48,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,99505,true,true
94,Male,78,White,Hispanic or Latino,Bachelor,95548,true,false
95,Male,70,White,Hispanic or Latino,Master,170066,false,false
96,Male,34,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,69303,true,true
97,Male,25,American Indian or Alaska Native,Hispanic or Latino,High School,10461,true,true
98,Female,74,White,Hispanic or Latino,Doctorate,463047,true,true
99,Female,28,Black or African American,Not Hispanic or Latino,Some College,18357,false,false
100,Female,44,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,43152,true,true
101,Female,59,Black or African American,Not Hispanic or Latino,Master,176168,false,true
102,Female,30,White,Not Hispanic or Latino,Master,104908,false,true
103,Male,64,White,Not Hispanic or Latino,Master,57529,false,false
104,Male,76,Asian,Not Hispanic or Latino,Bachelor,36105,false,true
105,Female,61,Black or African American,Hispanic or Latino,Master,183767,false,false
106,Male,35,Black or African American,Hispanic or Latino,Master,241771,true,true
107,Male,69,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,179322,true,true
108,Male,75,White,Hispanic or Latino,Master,246779,false,false
109,Male,62,White,Hispanic or Latino,Doctorate,827905,true,true
110,Female,70,American Indian or Alaska Native,Not Hispanic or Latino,Master,154439,true,false
111,Female,23,American Indian or Alaska Native,Not Hispanic or Latino,High School,10599,false,false
112,Female,45,Black or African American,Hispanic or Latino,Doctorate,499710,true,true
113,Male,80,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,50998,false,false
114,Female,22,Black or African American,Not Hispanic or Latino,GED,11975,false,false
115,Female,34,White,Hispanic or Latino,Bachelor,100098,true,false
116,Male,34,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,248428,true,false
117,Male,76,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,943183,false,true
118,Female,66,White,Hispanic or Latino,Master,224333,true,true
119,Male,44,Asian,Hispanic or Latino,Master,117332,true,false
120,Male,69,White,Hispanic or Latino,Bachelor,65916,true,true
121,Female,40,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,136637,true,true
122,Male,23,American Indian or Alaska Native,Not Hispanic or Latino,High School,10407,false,false
123,Female,51,Asian,Not Hispanic or Latino,Master,191555,false,true
124,Female,65,White,Not Hispanic or Latino,Master,163399,true,false
125,Female,27,American Indian or Alaska Native,Hispanic or Latino,Bachelor,127945,true,false
126,Female,21,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Some College,19291,false,true
127,Female,20,American Indian or Alaska Native,Not Hispanic or Latino,Some College,17866,true,false
128,Female,80,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,100251,true,true
129,Male,59,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,114759,false,true
130,Female,21,Asian,Not Hispanic or Latino,High School,10617,false,false
131,Male,71,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,833947,true,true
132,Female,29,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,111334,false,false
133,Male,58,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,69862,true,false
134,Female,26,Black or African American,Hispanic or Latino,GED,12114,false,false
135,Male,51,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,64775,true,false
136,Female,37,American Indian or Alaska Native,Hispanic or Latino,Master,247789,true,true
137,Female,19,Black or African American,Not Hispanic or Latino,High School,10742,false,true
138,Female,69,Black or African American,Not Hispanic or Latino,Doctorate,642617,false,false
139,Male,28,Black or African American,Hispanic or Latino,Bachelor,67699,true,true
140,Female,18,American Indian or Alaska Native,Not Hispanic or Latino,GED,12246,true,true
141,Female,22,American Indian or Alaska Native,Hispanic or Latino,GED,12136,true,false
142,Male,62,Black or African American,Hispanic or Latino,Master,239764,true,true
143,Male,80,White,Hispanic or Latino,Master,97363,false,true
144,Female,61,Asian,Hispanic or Latino,Doctorate,231021,true,false
145,Male,75,American Indian or Alaska Native,Not Hispanic or Latino,Master,204072,false,false
146,Female,31,Black or African American,Hispanic or Latino,Bachelor,53206,false,false
147,Male,22,Black or African American,Hispanic or Latino,High School,10443,true,false
148,Male,79,White,Not Hispanic or Latino,Master,159819,true,false
149,Female,75,Asian,Not Hispanic or Latino,Bachelor,40569,false,true
150,Male,47,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,223544,false,true
151,Female,73,Asian,Not Hispanic or Latino,Bachelor,63238,true,false
152,Male,80,Black or African American,Not Hispanic or Latino,Doctorate,511352,true,true
153,Female,61,White,Not Hispanic or Latino,Bachelor,90730,false,false
154,Female,45,Black or African American,Hispanic or Latino,Master,59849,true,true
155,Male,18,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some College,17167,false,true
156,Male,46,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,66904,false,true
157,Female,64,Black or African American,Hispanic or Latino,Doctorate,110010,false,false
158,Male,41,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,353199,false,true
159,Male,40,American Indian or Alaska Native,Hispanic or Latino,Bachelor,32433,true,true
160,Male,44,White,Not Hispanic or Latino,Master,189999,true,true
161,Female,67,Asian,Not Hispanic or Latino,Doctorate,747431,false,false
162,Male,52,Asian,Hispanic or Latino,Doctorate,148101,true,false
163,Female,22,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,GED,13120,false,true
164,Male,24,White,Not Hispanic or Latino,High School,10059,false,false
165,Female,32,Asian,Not Hispanic or Latino,Doctorate,351573,true,true
166,Female,50,American Indian or Alaska Native,Hispanic or Latino,Doctorate,80024,false,true
167,Male,45,Black or African American,Hispanic or Latino,Master,239057,false,false
168,Male,80,Asian,Not Hispanic or Latino,Doctorate,791625,true,false
169,Female,53,White,Not Hispanic or Latino,Doctorate,304619,false,false
170,Male,68,American Indian or Alaska Native,Hispanic or Latino,Bachelor,87465,true,true
171,Male,41,American Indian or Alaska Native,Not Hispanic or Latino,Master,168568,false,true
172,Male,33,Asian,Not Hispanic or Latino,Master,224269,false,false
173,Female,77,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,107877,false,true
174,Male,27,American Indian or Alaska Native,Not Hispanic or Latino,Some College,17348,true,true
175,Female,38,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,556871,true,false
176,Female,50,American Indian or Alaska Native,Hispanic or Latino,Master,122369,true,true
177,Female,83,Asian,Hispanic or Latino,Master,247688,false,true
178,Male,80,Black or African American,Hispanic or Latino,Doctorate,304373,true,false
179,Male,28,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,88272,true,false
180,Female,49,White,Not Hispanic or Latino,Master,242315,true,false
181,Female,27,White,Not Hispanic or Latino,Bachelor,70405,false,false
182,Female,85,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,49094,false,false
183,Female,76,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,767878,false,true
184,Female,23,White,Hispanic or Latino,GED,11550,true,false
185,Female,64,White,Hispanic or Latino,Bachelor,92183,true,false
186,Male,56,American Indian or Alaska Native,Not Hispanic or Latino,Master,70106,false,true
187,Male,58,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,982246,true,true
188,Female,31,Black or African American,Not Hispanic or Latino,Doctorate,976213,false,false
189,Male,49,White,Not Hispanic or Latino,Master,69113,true,true
190,Male,40,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,112297,false,false
191,Female,45,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,107876,false,false
192,Female,76,White,Hispanic or Latino,Master,69167,false,false
193,Female,36,Black or African American,Hispanic or Latino,Doctorate,574307,true,true
194,Female,25,American Indian or Alaska Native,Hispanic or Latino,GED,13121,false,true
195,Male,50,American Indian or Alaska Native,Hispanic or Latino,Master,143124,true,true
196,Male,78,Black or African American,Not Hispanic or Latino,Doctorate,490510,true,false
197,Male,67,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,123404,false,true
198,Female,49,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,119881,true,true
199,Male,27,White,Not Hispanic or Latino,Bachelor,91606,false,true
200,Female,23,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,GED,12156,true,true
201,Female,23,White,Hispanic or Latino,GED,11318,true,false
202,Female,78,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,60073,false,false
203,Male,43,Black or African American,Hispanic or Latino,Bachelor,91651,true,true
204,Male,84,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,950513,false,true
205,Male,85,White,Hispanic or Latino,Doctorate,790782,true,true
206,Female,83,Asian,Hispanic or Latino,Doctorate,413592,false,false
207,Male,85,White,Not Hispanic or Latino,Doctorate,708946,true,false
208,Female,62,White,Not Hispanic or Latino,Doctorate,828629,true,false
209,Female,71,Black or African American,Not Hispanic or Latino,Bachelor,35994,false,false
210,Male,75,Black or African American,Hispanic or Latino,Bachelor,37074,false,true
211,Female,23,American Indian or Alaska Native,Hispanic or Latino,High School,10148,false,false
212,Female,63,White,Hispanic or Latino,Master,142255,false,false
213,Male,34,Black or African American,Hispanic or Latino,Doctorate,568251,true,true
214,Female,41,White,Hispanic or Latino,Master,62126,false,false
215,Male,40,White,Hispanic or Latino,Master,167377,false,true
216,Female,68,Asian,Hispanic or Latino,Master,212180,true,false
217,Male,81,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,886246,true,false
218,Female,40,Black or African American,Hispanic or Latino,Doctorate,127469,true,false
219,Female,37,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,961403,true,true
220,Female,24,White,Not Hispanic or Latino,High School,10945,true,true
221,Male,84,American Indian or Alaska Native,Not Hispanic or Latino,Master,142543,false,false
222,Female,27,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,51434,false,true
223,Female,27,Asian,Hispanic or Latino,Some College,19670,true,false
224,Male,81,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,54953,true,true
225,Female,37,White,Hispanic or Latino,Master,172903,true,true
226,Male,58,Black or African American,Not Hispanic or Latino,Master,159552,false,true
227,Female,54,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,109094,true,true
228,Female,27,Asian,Hispanic or Latino,Bachelor,126647,true,true
229,Male,62,American Indian or Alaska Native,Not Hispanic or Latino,Master,140564,true,true
230,Male,57,Black or African American,Hispanic or Latino,Doctorate,205057,false,true
231,Male,50,Black or African American,Not Hispanic or Latino,Bachelor,81837,false,true
232,Male,34,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,685484,false,true
233,Male,78,American Indian or Alaska Native,Hispanic or Latino,Doctorate,338723,true,true
234,Male,25,American Indian or Alaska Native,Hispanic or Latino,GED,13171,true,true
235,Male,84,Asian,Hispanic or Latino,Doctorate,383892,true,true
236,Male,23,Asian,Not Hispanic or Latino,Some College,18702,true,true
237,Female,43,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,86670,false,false
238,Female,19,Black or African American,Not Hispanic or Latino,High School,10911,false,false
239,Female,66,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,808230,false,true
240,Male,45,Black or African American,Not Hispanic or Latino,Doctorate,122639,false,true
241,Male,85,Asian,Not Hispanic or Latino,Master,178448,true,true
242,Male,20,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,GED,12730,true,true
243,Female,81,Asian,Not Hispanic or Latino,Doctorate,894602,true,false
244,Male,78,Black or African American,Not Hispanic or Latino,Master,138937,true,true
245,Male,62,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,44012,false,false
246,Male,68,Black or African American,Not Hispanic or Latino,Doctorate,91237,false,false
247,Male,78,Black or African American,Hispanic or Latino,Bachelor,106303,false,false
248,Male,65,Black or African American,Not Hispanic or Latino,Bachelor,46866,true,true
249,Female,19,American Indian or Alaska Native,Hispanic or Latino,High School,10998,false,false
250,Male,81,White,Hispanic or Latino,Doctorate,779919,false,true
251,Male,26,Asian,Not Hispanic or Latino,Some College,15924,false,false
252,Male,66,Black or African American,Not Hispanic or Latino,Master,62576,true,true
253,Male,32,White,Hispanic or Latino,Doctorate,652918,false,false
254,Female,58,White,Not Hispanic or Latino,Doctorate,699418,false,true
255,Female,75,Black or African American,Not Hispanic or Latino,Master,124251,true,false
256,Male,41,White,Not Hispanic or Latino,Doctorate,507143,true,false
257,Male,78,White,Hispanic or Latino,Master,87426,true,true
258,Male,20,White,Not Hispanic or Latino,High School,10409,true,false
259,Female,46,Black or African American,Hispanic or Latino,Bachelor,112318,true,true
260,Male,31,White,Not Hispanic or Latino,Bachelor,38743,true,false
261,Male,60,Asian,Hispanic or Latino,Doctorate,191848,false,false
262,Female,19,American Indian or Alaska Native,Hispanic or Latino,GED,11864,true,false
263,Female,44,Black or African American,Hispanic or Latino,Doctorate,573997,false,true
264,Male,48,White,Hispanic or Latino,Master,175774,true,false
265,Male,63,Black or African American,Hispanic or Latino,Bachelor,48760,true,false
266,Male,49,Black or African American,Hispanic or Latino,Doctorate,124640,false,true
267,Male,85,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,1040650,true,true
268,Female,48,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,292422,true,false
269,Female,38,Asian,Not Hispanic or Latino,Master,139777,true,false
270,Female,59,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,120998,false,true
271,Male,71,Black or African American,Hispanic or Latino,Doctorate,813106,true,true
272,Female,28,Black or African American,Not Hispanic or Latino,Some College,18643,false,true
273,Female,81,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,86239,true,true
