person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Male,42,Black or African American,Hispanic or Latino,Master,178074,false,false
2,Male,35,Asian,Hispanic or Latino,Master,186889,true,true
3,Male,85,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,615025,false,true
4,Female,67,White,Hispanic or Latino,Bachelor,31835,true,true
5,Female,43,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,34245,false,true
6,Male,23,Black or African American,Hispanic or Latino,Some College,15974,false,true
7,Female,74,American Indian or Alaska Native,Hispanic or Latino,Bachelor,61514,true,false
8,Female,71,Black or African American,Hispanic or Latino,Master,97150,true,true
9,Female,79,White,Hispanic or Latino,Master,124264,false,false
10,Female,27,White,Not Hispanic or Latino,Some College,17506,true,false
11,Female,35,White,Not Hispanic or Latino,Doctorate,731218,true,true
12,Male,38,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,590606,false,false
13,Female,46,Asian,Not Hispanic or Latino,Master,101535,true,true
14,Male,31,White,Hispanic or Latino,Bachelor,92944,true,false
15,Male,31,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,38356,true,false
16,Female,57,Black or African American,Not Hispanic or Latino,Master,106399,true,true
17,Male,34,White,Hispanic or Latino,Bachelor,95337,false,false
18,Male,85,Asian,Not Hispanic or Latino,Bachelor,105965,true,true
19,Female,27,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Some College,17991,true,true
20,Female,60,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,376243,true,true
21,Male,40,Black or African American,Not Hispanic or Latino,Master,227793,true,true
22,Female,49,Asian,Not Hispanic or Latino,Bachelor,60035,false,true
23,Female,81,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,890022,false,false
24,Female,37,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,442805,true,true
25,Male,44,Black or African American,Not Hispanic or Latino,Bachelor,115356,true,true
26,Female,42,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,82501,true,true
27,Male,50,Asian,Hispanic or Latino,Bachelor,103449,true,false
