person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Male,74,American Indian or Alaska Native,Hispanic or Latino,Doctorate,366637,true,false
2,Male,22,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Some College,18541,false,false
3,Male,69,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,103491,false,false
4,Female,74,Black or African American,Not Hispanic or Latino,Bachelor,112733,true,true
5,Female,76,White,Not Hispanic or Latino,Master,175159,true,true
6,Female,38,Asian,Hispanic or Latino,Bachelor,112826,false,false
7,Female,28,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,115494,false,false
8,Male,36,American Indian or Alaska Native,Not Hispanic or Latino,Master,218596,true,true
9,Male,82,Asian,Not Hispanic or Latino,Doctorate,872288,false,false
10,Male,19,American Indian or Alaska Native,Not Hispanic or Latino,Some College,18526,false,false
11,Female,26,American Indian or Alaska Native,Hispanic or Latino,High School,10279,true,false
12,Male,77,Asian,Not Hispanic or Latino,Master,108342,true,true
13,Female,42,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,700266,true,true
14,Male,34,Black or African American,Hispanic or Latino,Bachelor,90651,false,true
15,Male,29,White,Not Hispanic or Latino,Bachelor,54775,true,true
16,Male,59,Asian,Not Hispanic or Latino,Bachelor,128611,true,true
17,Male,35,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,111461,true,false
18,Female,21,Black or African American,Not Hispanic or Latino,GED,12144,false,false
19,Male,49,Black or African American,Hispanic or Latino,Doctorate,266023,false,false
20,Female,64,American Indian or Alaska Native,Hispanic or Latino,Bachelor,103924,false,true
21,Female,39,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,79075,true,true
22,Male,20,American Indian or Alaska Native,Not Hispanic or Latino,Some College,18989,false,true
23,Female,41,Black or African American,Not Hispanic or Latino,Master,130589,false,true
24,Male,67,Black or African American,Not Hispanic or Latino,Master,142307,false,false
25,Female,41,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,57711,false,true
26,Male,49,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,89789,true,false
27,Female,59,Black or African American,Not Hispanic or Latino,Doctorate,247031,true,true
28,Male,77,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,128033,false,false
29,Male,77,Black or African American,Not Hispanic or Latino,Doctorate,638170,true,true
30,Female,45,Asian,Not Hispanic or Latino,Doctorate,236532,false,true
31,Female,59,Asian,Hispanic or Latino,Master,164967,true,false
32,Male,44,American Indian or Alaska Native,Hispanic or Latino,Bachelor,79811,true,true
33,Female,40,Asian,Hispanic or Latino,Doctorate,795578,true,true
34,Female,21,American Indian or Alaska Native,Hispanic or Latino,High School,10117,true,false
35,Female,35,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,122781,false,false
36,Female,81,Asian,Hispanic or Latino,Master,177761,true,true
37,Female,20,American Indian or Alaska Native,Not Hispanic or Latino,High School,10797,false,false
38,Female,31,Black or African American,Hispanic or Latino,Doctorate,448091,false,false
39,Male,37,White,Hispanic or Latino,Master,61338,true,false
40,Female,53,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,201970,true,true
41,Male,39,Asian,Hispanic or Latino,Bachelor,119025,false,false
42,Female,51,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,59660,false,true
43,Female,30,Black or African American,Hispanic or Latino,Bachelor,63966,true,false
44,Female,78,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,112873,false,true
45,Male,51,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Doctorate,252311,false,true
46,Male,75,Black or African American,Hispanic or Latino,Bachelor,89204,false,true
47,Female,31,White,Not Hispanic or Latino,Doctorate,132070,true,false
48,Male,61,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,214647,false,true
49,Female,56,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,81013,true,false
50,Male,74,Black or African American,Hispanic or Latino,Doctorate,607716,true,true
51,Female,24,American Indian or Alaska Native,Not Hispanic or Latino,High School,10205,false,false
52,Female,20,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,GED,12429,true,true
53,Female,61,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,85644,true,true
54,Male,26,Black or African American,Not Hispanic or Latino,GED,11504,true,true
