person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Male,80,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,233021,false,false
2,Female,45,Black or African American,Not Hispanic or Latino,Bachelor,80885,true,true
3,Male,38,White,Not Hispanic or Latino,Doctorate,380535,false,true
4,Male,52,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,176482,false,false
5,Male,68,White,Not Hispanic or Latino,Bachelor,117451,false,false
6,Male,36,Black or African American,Not Hispanic or Latino,Bachelor,117271,true,false
7,Male,76,Black or African American,Not Hispanic or Latino,Bachelor,61434,true,false
8,Male,26,Asian,Not Hispanic or Latino,Some College,16859,false,true
9,Male,31,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,68748,false,false
10,Male,58,Black or African American,Not Hispanic or Latino,Bachelor,65185,true,true
11,Female,55,Black or African American,Hispanic or Latino,Doctorate,719450,false,false
12,Male,22,Black or African American,Hispanic or Latino,High School,10300,true,true
13,Female,50,White,Not Hispanic or Latino,Bachelor,61389,true,true
14,Female,28,American Indian or Alaska Native,Not Hispanic or Latino,Some College,15447,true,true
15,Male,85,White,Not Hispanic or Latino,Master,58811,true,true
16,Male,40,American Indian or Alaska Native,Hispanic or Latino,Doctorate,1040658,false,true
17,Female,28,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,78029,false,false
18,Male,18,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some College,17803,true,true
19,Male,77,American Indian or Alaska Native,Hispanic or Latino,Master,213576,true,false
20,Male,77,Black or African American,Hispanic or Latino,Bachelor,95138,true,false
21,Male,70,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,61514,false,true
22,Male,37,White,Hispanic or Latino,Bachelor,43580,false,false
23,Female,22,Asian,Hispanic or Latino,High School,10968,false,false
24,Male,57,Asian,Hispanic or Latino,Master,221555,true,true
25,Female,37,White,Not Hispanic or Latino,Doctorate,894855,false,true
26,Female,20,American Indian or Alaska Native,Hispanic or Latino,GED,11579,false,true
27,Female,26,Black or African American,Hispanic or Latino,Some College,16179,false,false
28,Female,75,Black or African American,Hispanic or Latino,Bachelor,68193,true,true
29,Male,71,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,490101,false,true
30,Female,59,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,43193,false,false
31,Male,83,White,Not Hispanic or Latino,Bachelor,84757,false,false
32,Male,43,Asian,Not Hispanic or Latino,Master,165562,false,true
33,Male,56,Asian,Hispanic or Latino,Bachelor,83500,true,false
34,Female,70,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,205318,true,true
35,Male,42,American Indian or Alaska Native,Hispanic or Latino,Doctorate,285852,false,true
36,Male,56,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Doctorate,389754,false,true
37,Female,31,Black or African American,Not Hispanic or Latino,Doctorate,902154,true,false
38,Female,26,American Indian or Alaska Native,Not Hispanic or Latino,GED,12714,false,false
39,Male,42,White,Not Hispanic or Latino,Doctorate,127025,false,false
40,Male,37,Asian,Not Hispanic or Latino,Bachelor,94977,true,true
41,Female,21,American Indian or Alaska Native,Hispanic or Latino,High School,10855,false,false
42,Male,37,White,Not Hispanic or Latino,Master,210567,false,false
43,Female,54,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Bachelor,106564,false,true
44,Female,37,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Bachelor,108097,false,false
45,Female,68,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,460054,true,true
46,Male,24,Black or African American,Not Hispanic or Latino,High School,10107,false,true
47,Female,30,Asian,Not Hispanic or Latino,Master,104760,false,false
48,Female,81,White,Not Hispanic or Latino,Doctorate,903905,false,false
49,Male,71,White,Hispanic or Latino,Master,143384,true,true
50,Male,36,White,Not Hispanic or Latino,Master,232429,false,false
51,Male,69,Black or African American,Hispanic or Latino,Master,208196,false,false
52,Female,26,Asian,Not Hispanic or Latino,High School,10692,false,false
53,Female,71,American Indian or Alaska Native,Not Hispanic or Latino,Bachelor,127423,false,true
54,Male,21,American Indian or Alaska Native,Hispanic or Latino,GED,13061,false,true
55,Female,31,Asian,Hispanic or Latino,Doctorate,131816,true,true
56,Male,19,Black or African American,Hispanic or Latino,Some College,15963,false,true
57,Female,82,White,Not Hispanic or Latino,Bachelor,125095,true,false
