person_id,gender,age,race,ethnicity,education_level,income,home_owner_flag,dependents_flag
1,Female,47,American Indian or Alaska Native,Hispanic or Latino,Master,135536,true,false
2,Male,70,Asian,Not Hispanic or Latino,Master,189590,false,true
3,Female,42,American Indian or Alaska Native,Hispanic or Latino,Bachelor,55951,false,false
4,Female,24,Asian,Hispanic or Latino,GED,12232,false,true
5,Female,46,Black or African American,Hispanic or Latino,Bachelor,34693,true,true
6,Male,80,Black or African American,Not Hispanic or Latino,Master,146090,true,false
7,Male,26,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,High School,10968,true,true
8,Male,26,Asian,Hispanic or Latino,Some College,17073,true,true
9,Female,60,Asian,Hispanic or Latino,Bachelor,79469,false,false
10,Female,44,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Master,121252,true,false
11,Female,76,Asian,Hispanic or Latino,Doctorate,972792,true,false
12,Male,43,Asian,Not Hispanic or Latino,Bachelor,108128,true,false
13,Male,51,Black or African American,Hispanic or Latino,Master,130087,true,false
14,Female,22,Black or African American,Not Hispanic or Latino,GED,11322,true,true
15,Female,27,American Indian or Alaska Native,Hispanic or Latino,Bachelor,99497,true,true
16,Female,50,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Master,105799,true,false
17,Female,24,White,Not Hispanic or Latino,GED,12149,true,true
18,Female,68,American Indian or Alaska Native,Hispanic or Latino,Doctorate,587078,false,true
19,Male,18,White,Not Hispanic or Latino,High School,10752,true,false
20,Male,55,White,Not Hispanic or Latino,Doctorate,234332,false,true
21,Female,75,White,Not Hispanic or Latino,Doctorate,266273,true,false
22,Female,55,Black or African American,Not Hispanic or Latino,Bachelor,81205,false,true
23,Female,61,American Indian or Alaska Native,Not Hispanic or Latino,Doctorate,1012361,false,false
24,Female,58,Black or African American,Not Hispanic or Latino,Bachelor,39102,true,true
25,Male,39,Asian,Hispanic or Latino,Master,199157,true,true
26,Male,82,Asian,Hispanic or Latino,Doctorate,450192,true,false
27,Female,24,Black or African American,Not Hispanic or Latino,High School,10565,true,false
28,Female,47,White,Not Hispanic or Latino,Master,92641,true,false
29,Male,63,Black or African American,Hispanic or Latino,Master,161268,false,true
30,Male,25,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some College,15623,true,false
31,Male,77,Asian,Hispanic or Latino,Bachelor,80271,true,false
32,Male,19,Black or African American,Not Hispanic or Latino,High School,10775,true,true
33,Female,78,Black or African American,Not Hispanic or Latino,Doctorate,515044,true,true
